-1.078684281345684e-04 + 1.199716676271920e-05i     -2.069467669273228e-09 - 3.378641374810393e-09i      9.811062251786105e-09 - 1.673037316407860e-08i
     -2.066695690414271e-09 - 3.380738345602776e-09i     -4.614531806846623e-05 + 8.988853395035903e-06i      3.109546882778849e-09 - 3.823981905618329e-09i
      9.810089000131457e-09 - 1.672996106457611e-08i      3.109266860035053e-09 - 3.825041517616988e-09i     -4.614666768646934e-05 + 8.984825344170982e-06i

