 -1.134310223304575e-04 + 1.337443567613805e-05i      1.319954333605179e-08 - 3.569800282267000e-09i      6.291233325693881e-08 + 1.420129317498825e-08i
      1.320037192187199e-08 - 3.569258313552804e-09i     -4.971367949869806e-05 + 9.706860892044995e-06i      1.649821547127039e-08 + 2.935834473563118e-09i
      6.291180050487492e-08 + 1.420242601351236e-08i      1.649813403439184e-08 + 2.935859384963941e-09i     -4.969655928090307e-05 + 9.698792425927954e-06i
 
