  -1.077215080911415e-04 + 1.136512976276282e-05i     -5.608252839896476e-10 + 4.276958186865100e-10i     -2.234460695863946e-09 - 2.130295767471969e-09i
     -5.592922900395596e-10 + 4.282957854774951e-10i     -4.599625589434828e-05 + 8.484597011939196e-06i     -3.998394382761213e-10 - 5.976766458232788e-10i
     -2.235662133945371e-09 - 2.129245319430414e-09i     -3.993348118288332e-10 - 5.979474211298813e-10i     -4.599681991637244e-05 + 8.485114911204427e-06i

