 -2.455336874083610e-07 + 1.023420235662398e-06i      3.282628975165322e-11 - 1.416673132056734e-10i     -3.027642802388908e-11 - 1.151376113936221e-10i
      3.282628974891192e-11 - 1.416673132055979e-10i     -2.460198344691423e-07 + 1.024134933396862e-06i     -3.685660380746199e-12 + 3.022104722528993e-11i
     -3.027642802699194e-11 - 1.151376114016392e-10i     -3.685660378603161e-12 + 3.022104721809114e-11i     -1.374015199440978e-07 + 5.865904110889782e-07i

