 1.909014148117398e-10 + 1.347118835897640e-09i      2.891313987283984e-16 - 1.632785607571179e-14i     -7.261855018039851e-16 + 1.843997557518770e-13i
      2.014484587299142e-16 - 1.626970742467171e-14i      1.908420596112987e-10 + 1.603732983749461e-09i      4.504076149008293e-15 + 1.916892353369070e-13i
     -6.877199465139760e-16 + 1.840492181902790e-13i      4.400787496471061e-15 + 1.918335580258280e-13i     -3.375504886596841e-10 + 2.059929250798596e-07i

