   3.062948721201504e-06 + 1.970447370298505e-06i     -5.772858040288365e-10 - 2.724656093162694e-10i      4.464743260339336e-11 + 1.878019339554605e-10i
     -5.772858040285916e-10 - 2.724656093158082e-10i      3.063505199687064e-06 + 1.967561681553006e-06i      1.269406647756114e-10 - 1.538316329440762e-10i
      4.464743260368370e-11 + 1.878019339555618e-10i      1.269406647757496e-10 - 1.538316329442244e-10i      3.539299651236270e-06 + 1.502028860995570e-06i
