3.071548047249593e-06 + 1.949054753731674e-06i     -4.893113468662333e-10 + 8.605589117391643e-10i     -4.912343640377214e-11 + 4.979913864656059e-11i
     -4.893112127463411e-10 + 8.605592324108595e-10i      3.071319370261478e-06 + 1.949379925051183e-06i      1.096619856355943e-10 - 1.467072472106054e-10i
     -4.912310850506349e-11 + 4.979925872990697e-11i      1.096620222082774e-10 - 1.467072612435229e-10i      3.537204370460549e-06 + 1.507933711199908e-06i
