    -4.809989524136061e-06 + 1.611162500093910e-06i      2.274037712190000e-09 - 2.193824371390000e-09i     -7.898044480640001e-09 + 5.023412018610001e-09i
      2.273974964890000e-09 - 2.194028742130000e-09i     -4.811810228436471e-06 + 1.613435851811820e-06i      2.883610176930000e-09 - 2.389876650300000e-09i
     -7.898233597030000e-09 + 5.023320337390000e-09i      2.883502113940000e-09 - 2.389965075180000e-09i     -4.802529563830721e-06 + 1.606365838470650e-06i
