-6.044417632398884e-06 + 1.480735794072287e-06i      9.073421802574398e-09 + 5.349795237399258e-09i     -1.217768565563801e-08 - 2.263148871169271e-08i
      9.073421802175646e-09 + 5.349795237420123e-09i     -6.067163521417936e-06 + 1.467349097883798e-06i      1.953306849939358e-08 + 1.175537758222791e-10i
     -1.217768565240030e-08 - 2.263148870614968e-08i      1.953306849551647e-08 + 1.175537755233557e-10i     -6.039925129740951e-06 + 1.497788067894207e-06i
