 -4.626567511965499e-06 + 1.405587291923655e-06i     -3.952361506413918e-10 - 5.487236736856015e-10i      4.446681166013084e-10 + 1.784223225483177e-09i
     -3.951931260824871e-10 - 5.486738591521480e-10i     -4.626525434805714e-06 + 1.405553056165249e-06i     -1.552735339966857e-10 - 5.953271946358177e-10i
      4.447680415005390e-10 + 1.784007169056405e-09i     -1.554351687374832e-10 - 5.954470045168656e-10i     -4.627547073047963e-06 + 1.403546424959966e-06i
