 -5.695111304554361e-06 + 1.644565490135072e-06i      6.222991543208709e-09 + 2.183230446562669e-09i     -6.543537968301036e-09 - 1.303712961464186e-08i
      6.222856280031639e-09 + 2.183238192540143e-09i     -5.703751521743799e-06 + 1.647959717823123e-06i      1.451214769934652e-08 - 4.736098669937913e-09i
     -6.543600407013825e-09 - 1.303718312118851e-08i      1.451208127032293e-08 - 4.736078858512932e-09i     -5.690618841204466e-06 + 1.657377682773525e-06i

