2.276564778431562e-04 + 1.676788522567141e-05i     -8.317949537910914e-05 - 1.561616124034756e-05i      1.079856757853911e-07 - 6.306529975182250e-07i
     -8.317949532673866e-05 - 1.561616117626915e-05i      3.513289265265812e-04 + 3.752545774200153e-05i     -1.517557377722574e-07 + 1.587100639329353e-07i
      1.079856829902471e-07 - 6.306529698185121e-07i     -1.517558759326032e-07 + 1.587100728977844e-07i      6.684995161858872e-05 + 1.431032629905443e-06i
