      1.686527038639946e-04 + 1.930297292441916e-05i     -7.026574932352126e-05 - 1.771767654323821e-05i      6.601950383988446e-07 - 7.227318155756696e-08i
     -7.026574926848281e-05 - 1.771767654882184e-05i      2.723469523969725e-04 + 3.992207803506436e-05i     -1.106636999311588e-06 - 9.157962179702460e-08i
      6.601950405790669e-07 - 7.227318162300579e-08i     -1.106637003722166e-06 - 9.157962214961178e-08i      4.999896648675168e-05 + 2.766242815349315e-06i
