 2.194343612056438e-04 + 2.147377735582366e-05i     -8.219109806066458e-05 - 1.933481316822552e-05i      2.028139005183028e-07 + 9.247777296474748e-08i
     -8.219109774242465e-05 - 1.933481315847032e-05i      3.415576037910789e-04 + 4.468058885448181e-05i     -3.531831347407767e-07 - 9.742501785419078e-08i
      2.028138797735297e-07 + 9.247782156205475e-08i     -3.531832468473873e-07 - 9.742514611150008e-08i      6.312951529370268e-05 + 2.480795934979929e-06i
